,occupancy,occupancy,occupancy,occupancy,occupancy,occupancy,linear_density,linear_density,linear_density,linear_density,linear_density,linear_density,skewness,skewness,skewness,skewness,skewness,skewness,cv,cv,cv,cv,cv,cv,diameter_tdt,diameter_tdt,diameter_tdt,diameter_tdt,diameter_tdt,diameter_tdt,diameter_sdt,diameter_sdt,diameter_sdt,diameter_sdt,diameter_sdt,diameter_sdt,segment_density,segment_density,segment_density,segment_density,segment_density,segment_density,branching_activity,branching_activity,branching_activity,branching_activity,branching_activity,branching_activity,anisotropy,anisotropy,anisotropy,anisotropy,anisotropy,anisotropy
,count,mean,std,median,min,max,count,mean,std,median,min,max,count,mean,std,median,min,max,count,mean,std,median,min,max,count,mean,std,median,min,max,count,mean,std,median,min,max,count,mean,std,median,min,max,count,mean,std,median,min,max,count,mean,std,median,min,max
label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cotyledon,45,0.15517537038743656,0.07149065986787824,0.1322061071238703,0.0718900096061479,0.3883471791983479,45,0.05171630709923609,0.037553320117863706,0.0362531332364168,0.0151133651456488,0.178562139968397,45,1.1707987407843272,0.476973639866162,1.167764782905579,0.2506958246231079,2.31476616859436,45,0.2571031762493981,0.06057182860452351,0.2497130930423737,0.1365489214658737,0.4433275759220123,45,8.567505080151898,1.7191514201973828,8.336257533487473,5.86633975920182,16.20641284334333,45,4.53994906842931,0.8997028180842245,4.770844711913679,2.669405767747632,6.338890349122313,45,0.03776436586113896,0.017012527790471927,0.03150432236648,0.0182533257089505,0.0735914958633819,45,0.10313932133212378,0.016983943545693807,0.104525320127414,0.058741752211534,0.1324379456128678,45,0.15093712781023397,0.07720925263584837,0.1458409157713949,0.0383481275345699,0.3654822475407975
hypocotyl_base,9,0.09702730377527453,0.07538636063416522,0.0776394651913324,0.0439621659428422,0.2817114299730194,9,0.009014131194715034,0.0028818691995016357,0.0082144666899603,0.0058666551772084,0.0140080315229591,9,1.5646386345227559,0.9883971328567703,1.192724108695984,0.4532428979873657,3.46036434173584,9,0.6522127224339379,0.15546699624859442,0.6752078533172607,0.3751634955406189,0.8342362642288208,9,47.45363268312974,53.58052477779979,19.81335798084051,7.862573262035419,170.4097367973095,9,14.84969065738408,11.19342422739088,8.421819502801464,6.550496614858493,39.86232531594446,9,0.0069113971969914445,0.0029307381962030993,0.0077340115095153,0.001927614213905,0.0101929330920817,9,0.012974389051927967,0.006965324980833612,0.0130939986644435,0.0028233543393207,0.0244281300725381,9,0.5602697891878934,0.07136302651012169,0.5551215045571142,0.4616930464656235,0.7105772686660854
hypocotyl_mid,18,0.15761582123069895,0.08520570636013564,0.12643350391901592,0.0707899941171316,0.4127078149541142,18,0.028778743211772595,0.018574780488929403,0.022719499366824,0.0123440633096767,0.0876947349924026,18,2.1185312072436013,0.48817153156532733,1.9366101026535034,1.641944766044617,3.465429067611694,18,0.46109478341208565,0.06382508638604611,0.4593193531036377,0.3531953990459442,0.5929858684539795,18,7.7308999472226,2.5666878804980495,7.010387787599962,5.877494967746745,15.87144746461892,18,5.776703788886085,0.6428031106392355,5.777799841740958,4.811602939822246,7.098565177873977,18,0.016013502409983928,0.01170298240195969,0.0113112002118667,0.0035067110421936,0.0428072929213566,18,0.013339135316704116,0.011389596835135516,0.00859817906774985,0.0033377129196783,0.0469105284816995,18,0.49204411253892427,0.14490544931019755,0.5297957223339435,0.1413631297014713,0.7113419979247321
hypocotyl_upper,16,0.23777138656860802,0.10705856791919914,0.21161806562118557,0.108731562889278,0.4392396078457967,16,0.045563691251415656,0.022639725581255828,0.037770865662078046,0.0198158024401612,0.090925792932272,16,2.6716182455420494,0.6252062611792454,2.495216012001038,1.552620768547058,3.803133964538574,16,0.39130869694054127,0.05368294122174322,0.386833131313324,0.3120597004890442,0.5261738300323486,16,6.149093140861547,0.335293856213311,6.202546455680707,5.529291249437732,6.851234802511225,16,5.138394267128838,0.289014619011912,5.127689536893239,4.591143290270945,5.705738392753548,16,0.03318676050795609,0.01216627791771062,0.03130609468403,0.0147989457964059,0.0562033294587332,16,0.02457969050616993,0.012456518090449552,0.023629549950783597,0.0088868987479689,0.0483983490289549,16,0.3372153459312919,0.12810668281914547,0.35223274722656195,0.1083317786259533,0.5875417694877714
root_differentiation,29,0.26552140534887614,0.05078600684056239,0.2682577030812325,0.1731781930116896,0.3703701222126929,29,0.06007436317425465,0.013085975924342047,0.0609521366260002,0.0399457309911766,0.0903115591397849,29,1.7365068649423534,0.28557924891430037,1.716536045074463,1.160573482513428,2.429991245269775,29,0.6128855347633362,0.08462779010412716,0.615622341632843,0.4676179587841034,0.8209788799285889,29,6.46408425685159,0.4784361201852928,6.671005235026095,5.570010753557153,7.383929429145687,29,4.768002968746953,0.2052209969971875,4.802847905541831,4.301434152413095,5.130579390034236,29,0.006577716532334252,0.0018120071520093118,0.0062992824632714,0.0035397950905774,0.0112467226027906,29,0.024964458928530362,0.005230994228199938,0.0241591324976158,0.0170404887921069,0.0389374755515917,29,0.3961677300560882,0.07770852944958384,0.3979447926226181,0.2768271094217312,0.5934695701191168
root_elongation,48,0.3582542176366295,0.06377393907645976,0.3492463220268178,0.2173583138173302,0.5042076703761611,48,0.09465401661174067,0.02206757634275088,0.09234048660280256,0.0512953349805029,0.1427674938356339,48,1.699406589070956,0.36038320004008095,1.6261837482452388,1.137227177619934,2.388814926147461,48,0.4632529920587937,0.13021901593129737,0.4689958393573761,0.2480180561542511,0.7613716125488281,48,6.078869038411162,0.32013455045183026,6.0476420934174335,5.408804735859306,6.758554169645361,48,4.335713025578133,0.22556404943586342,4.3705411675285575,3.799812907406011,4.778796574997822,48,0.009948415525112829,0.0027466367610017267,0.00970226633342195,0.0052369237999031,0.0194666227851095,48,0.04597317253130754,0.010742608559570693,0.04552228157761945,0.0243729016678986,0.0668764069373382,48,0.22517626914895184,0.06354201144554761,0.2159156505069127,0.0965824472571488,0.3805695138729917
root_hair,39,0.04092439983146988,0.009072735055074393,0.0384377894411855,0.0283082668078037,0.066456921350407,39,0.0077928695514060875,0.001988787002501869,0.0071902628513928,0.0053256126147759,0.0133761313423863,39,3.3712331637358055,0.6591055408111594,3.121906280517578,2.613324165344238,5.252692222595215,39,1.2328341251764543,0.19662828726117304,1.282419323921204,0.8970244526863098,1.626575708389282,39,6.413099308928778,0.44355594949122196,6.358379737193879,5.892524632045538,8.305759863576641,39,5.278977588825897,0.31370467681619546,5.231736209463503,4.919453694736329,6.610861711321093,39,0.014006466943279169,0.0035340734414146093,0.0133431232322678,0.005991099173735,0.0214691733596388,39,0.017696127541246966,0.00779532901858839,0.0149172872884336,0.0094841689315486,0.0393824498694005,39,0.6227346270443739,0.06836935360838117,0.6503578501540381,0.4732014524754334,0.7065130961777155
root_meristem,37,0.36821901987573874,0.044910147236185805,0.3600085665334095,0.3102872109826589,0.4831536388140162,37,0.11898555971127733,0.015990934536429132,0.1142753799196787,0.0908012597963817,0.1606093946540881,37,1.3467532702394434,0.3971287076446593,1.281418442726135,0.6251164078712463,2.360258340835571,37,0.20976627879851573,0.02902758897172397,0.2004152238368988,0.1661698222160339,0.2817960381507874,37,4.995509538432324,0.3642606355283759,5.036441258511204,4.038546812005943,5.638907902547941,37,3.4439683603016604,0.17185803709862849,3.447950130323763,3.02528903868594,3.723133940471775,37,0.02591820821752816,0.008452345952564761,0.0242786039946576,0.0126407340754423,0.0435123651557683,37,0.07318263525643273,0.007930046244959747,0.0729165849948644,0.0573545839189217,0.090473098371705,37,0.11032713608521837,0.03765656039685795,0.1090133668889284,0.0439076569026575,0.1991928661692798
